Index	BlockID
593	blk_6374905572221116067
809	blk_150783393062234773
516	blk_3645605248747686227
1485	blk_-6615128934667703649
1862	blk_8230974448775716883
626	blk_-3848170554482523501
1025	blk_-6159835973670998709
1091	blk_7899940342328514679
984	blk_-3077151059385056774
1782	blk_-8226470854766448247
1881	blk_1206555979288237666
655	blk_7486746425796671482
1147	blk_8918141047154009827
606	blk_-5064730801453712636
1508	blk_-1817580111653867959
1115	blk_9076142373197336649
1853	blk_-6321650640277615287
1027	blk_8983634374277925172
1836	blk_-4811811047828908426
180	blk_-8785072176721832246
907	blk_-6675451883792304280
556	blk_-598632447360180455
267	blk_8707770151359816450
315	blk_2311829817181831608
279	blk_5611421117372534871
744	blk_4820840909218044000
1946	blk_-8640923382850568691
862	blk_-8710166539255303643
62	blk_-3792361208990859387
1315	blk_4039516038162530168
1159	blk_329933043163673146
1796	blk_-1089493430258579547
1753	blk_2200947306133338397
1761	blk_-3424262218826483963
1226	blk_-6212918763221366778
937	blk_1474727819137976796
1053	blk_-3534336752951012694
399	blk_-8573470183387258481
974	blk_2199864401039937556
1714	blk_7396622879377393000
0	blk_-7800467986617971285
1515	blk_8386615841414735043
810	blk_-4163100090027173487
840	blk_3333674878358379116
460	blk_5978997124137331601
181	blk_-7633561807797910689
1449	blk_7153305335011647444
1696	blk_-846117068424575776
1594	blk_2580064107764391792
1779	blk_4136384186330525579
1430	blk_8576809870791619039
182	blk_1427170710744680142
427	blk_6822002563527800581
1090	blk_6698610199421360465
933	blk_2322685086544507086
1776	blk_-7031843453061958420
1956	blk_-5111655197257723894
923	blk_4545516954088458670
691	blk_5316490444852942330
1229	blk_-4907002076877590160
1268	blk_-2255685998870626938
1603	blk_4729013925080876108
1101	blk_8503800837259793490
1364	blk_-6003326439148142233
752	blk_8861497261186415373
292	blk_-7923865046474679799
153	blk_2734364386829145499
1818	blk_642226455546565836
852	blk_4489218091205602601
938	blk_-8954262994169838759
1704	blk_460760190703068588
1257	blk_3235535104192465986
1087	blk_8638017294941968638
1884	blk_-5547874466941110718
574	blk_5919064143458244427
1875	blk_9035784101670285199
1241	blk_7342864783921315622
49	blk_7837029696862619104
174	blk_-8046699331466539312
1915	blk_8869331368998953504
3	blk_-3003156724840949558
1816	blk_-3120863795094019296
791	blk_117346187167059045
743	blk_-2076764622820904243
680	blk_3208021451695330383
1877	blk_8043343606950095591
776	blk_-3151312636546903745
880	blk_3319317349515122145
41	blk_5799451985554960338
772	blk_8747388186141167813
1019	blk_3963040791379658467
1411	blk_6969155065292212227
932	blk_5671051739158459452
83	blk_-5008911317634907928
514	blk_215806038491183107
916	blk_8836582539265730314
256	blk_3250179293620213726
381	blk_-1886661435912714194
1182	blk_9054524903846088466
1536	blk_-2846528693364683303
1124	blk_-5811614284355241150
830	blk_-7263832880798065368
1606	blk_7257972723673315301
817	blk_-7878367336731585127
1569	blk_-3957756023939150946
1651	blk_-2324574387456033390
290	blk_3472421265808107633
1527	blk_6183294195631362089
69	blk_9077174573879675510
807	blk_-3053148982241282378
782	blk_7219165700636098487
359	blk_-3056984340068548664
296	blk_-4417981880511003820
1128	blk_-4392790100380419844
287	blk_3486819987594741783
1291	blk_2102573771259352840
668	blk_1070810177925295651
526	blk_-3785419066084257713
1454	blk_-8793648585575991143
1775	blk_-9204400586922573073
1369	blk_-5671514884232245420
1440	blk_6853421262843874358
1172	blk_-1995641528385844685
900	blk_-759922725045092396
271	blk_8711482874439836487
1458	blk_5490329815612313098
577	blk_2717793514764792770
2	blk_8265855186581677471
1747	blk_8939395881056165953
1506	blk_-4918243071499300782
918	blk_4070673005670997655
1811	blk_6529564871067953883
1350	blk_4769660037379284760
1834	blk_4284218579682468418
1519	blk_-948635012821223330
1286	blk_7435086014873918364
935	blk_-680958362340803586
972	blk_210737873879591044
421	blk_3063313249631554
1429	blk_-6990460713143726252
375	blk_-1988984819784929862
1337	blk_-5857483597132703573
646	blk_6096210304599203909
187	blk_-8934726911767884564
1587	blk_-5426346109467926435
1162	blk_-82852680804428983
1039	blk_-8834979836427550368
222	blk_7915684604213527522
777	blk_617565768941800965
581	blk_-6197285088613898216
1210	blk_9000075693780974933
1925	blk_5459834644219613390
1705	blk_-16996870139963548
1873	blk_8736099399569263151
497	blk_6347443707112414772
660	blk_6162144305443471297
106	blk_-566392157434046513
1336	blk_-5983227767951614895
811	blk_4762579578413434068
371	blk_3777688428831214682
605	blk_1130295148011011934
418	blk_-7541202723002276180
1630	blk_-4255357311653998193
565	blk_-3193768681800206775
1694	blk_-1557958099458964540
1295	blk_-2821356404955627753
1655	blk_-734476527321379054
96	blk_-8417909162916167331
1198	blk_-3704311212903813398
1658	blk_-3224939062990118151
1990	blk_1790038127459513854
195	blk_-8072553101007428456
212	blk_843197201550358760
1273	blk_-9192304803786427375
701	blk_-1926272200409390542
886	blk_-677487433628431814
1859	blk_-1869996751589977661
1735	blk_1860699458833413103
469	blk_2955556095626375308
1538	blk_-7860118833993960968
1438	blk_-1690616825067290316
1427	blk_-6726196358742898784
133	blk_-7802183249500554845
91	blk_3291048542776939187
1398	blk_4551125240861258812
45	blk_2412967346437046514
1171	blk_-3089350719513613916
1250	blk_-8056241567874097629
783	blk_-5026602276878015880
846	blk_563799954079007608
1045	blk_-5476053703893804644
78	blk_8595872924744523049
1728	blk_3732979248312513819
1885	blk_-1940401993161255225
1208	blk_2664384595658260961
839	blk_2764940270513396593
1789	blk_-5116461139694767213
1254	blk_-201861986377216712
183	blk_-2709505606634995221
1690	blk_-423953535194128897
722	blk_-135303886968620495
194	blk_-2257679813017247648
242	blk_-4043747070433275510
833	blk_2413421495315565633
890	blk_416288651779227284
1380	blk_5614830550641630354
1660	blk_-6529021208242724027
307	blk_-7384908551849079259
819	blk_-6396851460511774998
1689	blk_3306677337497456578
1916	blk_3229113712187601649
1361	blk_1064191978185758558
150	blk_68493519880039873
1624	blk_-5057199771899285646
1047	blk_7734928302578632206
1448	blk_4429878205198738023
649	blk_-622304691946038144
1713	blk_-1478254827878210179
996	blk_-8873353859518338634
314	blk_568369209460014407
1512	blk_-4114667976060890711
1636	blk_2596139594289735837
1805	blk_7675664499440657287
1353	blk_3947604898252936401
1876	blk_-2599338078566638991
1459	blk_-874596594280240144
1258	blk_-8692153196371725490
185	blk_5125642908310507335
512	blk_-5801539702114025575
432	blk_4924704604722310084
1345	blk_1559924671107006196
504	blk_-5479716190951368637
1678	blk_-3809472201145670966
1004	blk_6347457915068316364
1206	blk_8395847709266314826
1086	blk_4835514751631591536
1662	blk_895754339765583968
553	blk_-454027372402597054
645	blk_2358167474801244768
29	blk_-2556740047871665508
684	blk_-8520089450062037536
1328	blk_950227703876800404
730	blk_-4940195655270908262
1684	blk_-828178348213492297
1933	blk_9031949125289786723
826	blk_1041351676668318277
637	blk_-3597275911183283182
1900	blk_-4568934690516798411
1400	blk_-2584740722855564535
762	blk_5615678973951139130
158	blk_8005663649466464692
749	blk_-9012028146252530258
535	blk_5991814028947212599
243	blk_-3571346041576396472
1384	blk_7304941728643070396
1976	blk_-1127078101205928396
1007	blk_6071659846715623103
927	blk_-6881201518367573131
1611	blk_-7221150823323469898
1648	blk_-9209941584946504265
1962	blk_-9044193133443693835
250	blk_-4304688504887694917
1963	blk_-835063838943303955
476	blk_4472720296140664250
1032	blk_-2050746859324296954
621	blk_-184607527434260292
1820	blk_-5895315574144133755
15	blk_1882172676566444020
1285	blk_5053348261885840815
407	blk_1860004952980125066
551	blk_4662050383105631179
644	blk_7677267879495679411
192	blk_-7847593352592919972
1505	blk_3813964687063290775
1299	blk_2497935323845158038
328	blk_-4175950251001404947
968	blk_8938785271886821778
1038	blk_-4170558654082464154
1582	blk_-1236828955375797159
713	blk_1091977729696037849
259	blk_2746098081107887410
1316	blk_7984919155939811723
977	blk_8052538446411114184
347	blk_3098491649035257735
560	blk_242464752415798342
1340	blk_1693905664591806854
827	blk_4050989932535602303
792	blk_5258092872201893278
1523	blk_-1823943214246805822
1130	blk_145142441615464022
1396	blk_3503583761086494423
746	blk_8034749974053106734
368	blk_9141978482229199128
1167	blk_-4369844706147551134
1763	blk_-1956574711091349429
1675	blk_4853167439012382089
1501	blk_6673314475499395000
725	blk_7846594208982997757
1565	blk_827810766961647959
1065	blk_-8701674105184750108
1263	blk_2056896381644201194
12	blk_-879318974964792894
87	blk_5180852752230489161
1356	blk_4468033975398499358
251	blk_6885922420680129913
1570	blk_4809202375655235792
1586	blk_-2378240903637952226
1844	blk_719987938227169854
365	blk_290101254790637831
336	blk_-2715792716127401858
751	blk_8900235472663065800
727	blk_-2743950968745179724
1014	blk_-3460998697617386986
1482	blk_-7717341610344200436
1397	blk_-6188734759970003064
1975	blk_1049844317379303212
1759	blk_-1678614249736617705
1800	blk_1895343933843302640
788	blk_-7825499287502804723
767	blk_2164772220670961471
1943	blk_-535333249814999140
630	blk_7428831477662891218
659	blk_-4375362070216884621
536	blk_5911596671301093821
120	blk_-2036394765230980627
386	blk_2308940973314264010
433	blk_-8486085245615871913
589	blk_4048672195124363003
441	blk_230950884517125026
1843	blk_2247704276341482689
461	blk_3253906383829722235
1297	blk_-5997547599579611509
1114	blk_-8211840237992030908
464	blk_-3638646125551474597
1860	blk_-6691369337678024102
939	blk_767963564891125394
138	blk_-5800725841714677336
1618	blk_5779833833711780301
1599	blk_2247558745113366195
498	blk_-3237191307495924821
1813	blk_2802910307763004035
1238	blk_-498357431383331286
700	blk_-3975907108854920119
411	blk_-1497336050591603824
1368	blk_-2581378563929158089
358	blk_-151612802664438397
154	blk_-4172029190672513729
936	blk_-7021123240442195407
1271	blk_-2151830348314193585
1953	blk_8476581144192413724
378	blk_-7119117096813571479
1308	blk_7105274877091979296
663	blk_-2426780967657737056
896	blk_3054179667413196409
334	blk_4066656529865623830
54	blk_-7097488856336310523
710	blk_7255398399956105681
335	blk_-537605553166332032
1076	blk_-1726419956121339797
1629	blk_1360195654280144352
131	blk_-2168611610290562447
276	blk_-1845051310188148748
1985	blk_-2644019970463090017
1846	blk_1415210702986111397
373	blk_-2218071980286940474
1716	blk_-1814310589189855926
1814	blk_-4703911113791460041
372	blk_4532968045390796578
915	blk_1572590120714654775
239	blk_4842618535366784460
1401	blk_-7430979833089088916
1856	blk_2576556880412412779
834	blk_5794785241833684268
293	blk_7034790736887768813
702	blk_-5075172572658305044
391	blk_2681440606141304922
253	blk_-7876297044504222170
1106	blk_8086162993906797003
1017	blk_6928100954180173241
753	blk_-5777139615821577450
711	blk_-5718216876981408011
1062	blk_-2433277945630157169
1126	blk_-7270437357223024731
203	blk_-3012029084625271806
1247	blk_4958848881453608426
230	blk_8128832450315141167
1633	blk_7371839371136699139
1466	blk_-3953242119064608986
664	blk_-4924199649438373319
999	blk_2659864815472739195
576	blk_-1416472724984749929
1161	blk_769675605628828371
806	blk_2461250771503510482
80	blk_4859837536176083762
1790	blk_-7238191679152726625
656	blk_-3377978467674379557
1190	blk_8099753899930111413
1347	blk_-3231895503919298165
541	blk_980043790656622771
220	blk_2567325259540220144
861	blk_-4728274961580342761
1558	blk_-6690252934224638935
200	blk_3221278869212323486
808	blk_180037679087962540
1681	blk_-8494678288728857613
1000	blk_2807423034725745781
300	blk_6955255387191170743
1305	blk_-1847515252183776255
1092	blk_7787773251160385169
837	blk_9070581274696889649
1074	blk_6491674254316877061
561	blk_3973110704608532886
1645	blk_5445836124149788816
1084	blk_-704250103424314779
199	blk_5428651195829412029
1186	blk_-838913270465716654
755	blk_3509328974504439331
37	blk_7022104147326807475
1545	blk_8657603044098388937
1166	blk_3795962015325361656
911	blk_5564831523334147391
785	blk_-7218999474788103105
465	blk_7045107048154968846
706	blk_4925605606721155188
1490	blk_6871456126606489479
1535	blk_4499329452659075633
462	blk_3117503203518093082
944	blk_3705758423018482821
176	blk_5286642983150384327
475	blk_3299860078569657858
843	blk_7203077469254501740
236	blk_-5394867556204607680
756	blk_3981546031847934037
409	blk_1287757444554910301
793	blk_-1285013206894265290
520	blk_8840698656716466320
170	blk_2725773371539205915
1169	blk_-3917199096731123574
1156	blk_-6672303721170379467
392	blk_-4840664377884614016
1192	blk_-8139024355206510917
875	blk_5673299396741969489
1827	blk_-6235614213642175870
681	blk_5870904492356934878
1969	blk_-700235676895248608
1144	blk_6093083167145088794
1719	blk_-7888354279999036934
400	blk_2480191761460749941
1383	blk_8737721476148266765
1762	blk_-498993822587905089
383	blk_-5014688534045311061
209	blk_-2662866628209811519
1420	blk_-7188397798007275395
155	blk_1328333490498389543
741	blk_-489306044288282932
1390	blk_-1873868584716260894
1494	blk_-6116000811398372555
414	blk_-3602741040717103474
1588	blk_-456182175738059031
672	blk_-2825648441374292509
447	blk_1608947099045084269
1055	blk_-3848281372931598680
1164	blk_5556989126687647944
444	blk_3131457912581025769
1702	blk_7287057173256107868
1754	blk_-8575433730153195802
1758	blk_-4518468604942635434
1204	blk_-2495699477591078187
233	blk_-8227566488801377292
135	blk_2914763043872878156
1688	blk_7988658252440697594
679	blk_6294960799970746416
1883	blk_-963632745071540284
1354	blk_-5847150222685308132
1284	blk_-7792436823255145324
340	blk_461667698384337249
485	blk_-7026891452156073238
266	blk_-724072280995953418
1590	blk_4911306056576624066
317	blk_8189584431706734070
1553	blk_-310396679970441932
511	blk_7143120401796721980
396	blk_-7959563899808858259
221	blk_-2748394768710579404
676	blk_-5759070637936019267
226	blk_2461326262919078777
1989	blk_-4262225357877565843
425	blk_-2772187298615409779
1248	blk_4250299256633727356
747	blk_7980570519142427106
1855	blk_9011161975462879239
468	blk_-9094207162456491762
1959	blk_4410247375805004955
474	blk_-2231570576102393629
1746	blk_-6055667198616168925
1756	blk_5737592118357455741
1770	blk_-2575571981353739462
1673	blk_-5542716953614128312
666	blk_5581193360728020080
1037	blk_8091310934947630815
1016	blk_4687211429449829716
1452	blk_-3256947163022046903
1697	blk_-1481680058879871723
65	blk_-5627254377573407765
412	blk_-1311782750339522346
795	blk_2642060346100135264
542	blk_-5598085442178127064
342	blk_1351413860842398442
1653	blk_-6304795581455484358
2000	blk_-494721064284688383
1574	blk_2213100222895751747
1893	blk_-3681831710021764162
1817	blk_-4338153619055025
573	blk_3311752994523561812
638	blk_4912300672597384530
1592	blk_7083008928311694948
274	blk_4970730247779409310
835	blk_-6907451105829373380
1276	blk_7043990929393475696
1059	blk_-7523934840030314714
330	blk_-9058553620740705556
132	blk_9007494400928280445
1691	blk_-2278331545234111205
1499	blk_-2663935334635765474
1620	blk_9211495859185759201
175	blk_1472569632103221162
1891	blk_-286803827184723407
1514	blk_-8509893685480436410
1838	blk_2891091418962506092
523	blk_-8099708911956977222
53	blk_5368634107941832825
544	blk_4678400042573998806
1402	blk_-7833363131301951821
1981	blk_579856700302036727
139	blk_-5838133211647903972
1766	blk_-6244186280286839923
550	blk_1445101334429443442
377	blk_4622161259993815769
1866	blk_7798042834206113150
152	blk_-5033670205407237307
102	blk_3790494402989682289
640	blk_3647255569463116504
529	blk_7835424755254113102
1029	blk_8651232518945830547
305	blk_-3309863208247998328
1069	blk_-3255753568588938362
1837	blk_5925953610838944620
1974	blk_7156050467725175062
1534	blk_6725112063598126918
310	blk_-9050972435429467086
1909	blk_3954719573529629842
899	blk_5939363868227642902
1035	blk_-331984297935118771
652	blk_4142542382450103
1749	blk_5364120681148368500
308	blk_-8135487721648449901
39	blk_-2698678899942416115
1479	blk_8482219838866425091
1880	blk_7671618416493457326
50	blk_-3888739086447234817
1951	blk_-5311453236150156363
685	blk_1739583992920626913
283	blk_-674291803001029905
1511	blk_3240683323511519595
241	blk_1366687457997563919
903	blk_-5469781365649153438
1330	blk_-506475918604976790
985	blk_7932915158029241420
718	blk_1240569248391279743
213	blk_-285829780467267714
1355	blk_2554420107735442064
410	blk_-6888513263022676702
1556	blk_-5205438920000831753
671	blk_-8490398512820453967
265	blk_-5146294694140902544
1214	blk_-8221092183585651124
930	blk_2142285351762851326
48	blk_-7966599528721249650
1122	blk_8457096198487565217
1129	blk_8271754054150482513
362	blk_-6670755727457521916
857	blk_-6616511752832412268
103	blk_-6773934457560306735
802	blk_-4227618431814335476
470	blk_-4432857202190100919
1809	blk_2619499472562204680
1442	blk_-3185161019564697861
1177	blk_2841249824993556699
171	blk_3822143802713953674
1682	blk_-1427235060289336776
435	blk_470927150669334392
976	blk_6352887248001861405
1632	blk_-7708159136534799436
1533	blk_-3151631724532947539
1939	blk_3076577483084536447
1487	blk_9065598681503301163
689	blk_-930934719535737424
385	blk_-3303571229945501702
1298	blk_-7292433424018976362
707	blk_-2485307756718397806
1780	blk_970594340572336538
667	blk_-1146696512475061203
282	blk_979817899583841350
264	blk_-6054552351578637309
768	blk_8093894801308977088
494	blk_-1846804005025491392
1219	blk_7879029891701208964
376	blk_7812909260390895860
1044	blk_-3967463864879294970
745	blk_-1663406474847559886
1978	blk_929601162769444766
615	blk_8376382648276815896
482	blk_6246371514787280392
1312	blk_-6442890855215501159
570	blk_-6071017459784273624
1672	blk_2417347764711910591
1274	blk_-2222824235689947716
1057	blk_8261193986472496228
1622	blk_8945673181710225704
63	blk_9073368246222094743
1153	blk_2176640862392185051
1560	blk_2365636416521611244
1359	blk_-825805501145170296
1197	blk_-5620245853055568162
1824	blk_-4347190084876371440
23	blk_4458712612725247512
1425	blk_3712731039472035397
775	blk_5020968637998688630
1358	blk_-6996460969030676524
609	blk_440257785902356617
1944	blk_237356628515146841
948	blk_7160976244910277689
1757	blk_7624873546400240941
1597	blk_241829754891424595
488	blk_-4042819200777495233
562	blk_3815885664861532701
1872	blk_-5740364711080535995
1399	blk_6456824962459350978
1793	blk_5695188357372189429
790	blk_-5150868577577173479
311	blk_1145880117143822051
197	blk_-826038091873733961
1995	blk_-7000837862958843913
111	blk_6818297011296249358
123	blk_-5795777241154233295
503	blk_-5657948154250791399
419	blk_-6330812010936261924
1564	blk_9085214169882776880
623	blk_6851315851846584258
11	blk_4584380550458699629
1668	blk_6855918647818418092
1589	blk_1019976899140374815
1931	blk_-2068556142340982086
1031	blk_8942454383035201622
867	blk_-8982285628873833090
109	blk_3065348898974690759
374	blk_2233173788256154172
517	blk_1652947835853853831
557	blk_5271955821657028316
521	blk_690265635686067545
986	blk_-5304022361754713374
771	blk_2203305730679314531
1886	blk_-3213981610290982200
1078	blk_-6561333694717812363
518	blk_-8680863024242194364
1768	blk_-4548206284326891941
1968	blk_8722223832994211982
1457	blk_-7651652421496860752
910	blk_6624185660691525814
1510	blk_-1868207628753112141
473	blk_9212180304462246789
190	blk_-3037656728087996053
1504	blk_-1702560570755447722
67	blk_6946925460281445469
624	blk_2917002799795489189
217	blk_-5391621807693016000
1209	blk_-965251448856019750
1151	blk_-3529733614859507839
1727	blk_-764699995608505618
1173	blk_89806154200519055
1608	blk_-5660772535448036708
1462	blk_-2559370516031741303
883	blk_-225309004450712819
119	blk_-7340869132688067370
1581	blk_-8560200745700901600
1669	blk_-757333305931648371
1131	blk_-6956291012272498592
1288	blk_5663666525185215110
831	blk_-5259506852561162205
898	blk_2636345664042408012
147	blk_-4730815413302927448
812	blk_-5733325434275212400
1265	blk_-4887819901076009686
238	blk_1371064021973822518
1585	blk_-2983568933189713773
764	blk_-2927900685422829459
816	blk_8210240197590153123
1542	blk_-9155499333604570419
582	blk_-5506984992554967793
1854	blk_-1196274951915447572
1692	blk_-7408052986505820204
1412	blk_-423783332323393651
997	blk_8968003239617658349
1408	blk_-8650558428627059707
957	blk_-3436677614078288571
721	blk_-7332480768983167626
360	blk_-1727310775873245870
1842	blk_7097254443799715964
1744	blk_7522548307528472978
1659	blk_-5058693642685980538
1656	blk_677603027930594549
43	blk_3136525824168856112
343	blk_9122269706080494084
507	blk_2720710981399592965
352	blk_-6246209795929452019
1407	blk_9085492352215929584
1699	blk_-8355034079400577924
1063	blk_3350848267691484597
1498	blk_7361213349174321493
388	blk_-8705255802964133811
1431	blk_5764647926409115059
157	blk_5051061883276942199
151	blk_4863381323940868557
1077	blk_3191476914694283280
712	blk_-6423584568139103400
955	blk_-1819708394785054963
459	blk_2191152330330620101
169	blk_6566180150504381330
1921	blk_-6089149544211572573
1898	blk_-7207943360078308246
82	blk_-3212974294691992383
613	blk_8721476277953757562
1600	blk_-285759610016576089
962	blk_-4142486733633880669
975	blk_2896746531263198467
627	blk_7249888571162808143
510	blk_5277920535451179410
1552	blk_5545479657537109092
1391	blk_-2478709863140399782
983	blk_-7247417221799971362
1826	blk_-693642345454866487
1971	blk_-5818513710531906441
1207	blk_-7572942439346014997
1791	blk_5053107240000593500
379	blk_9139726817318983644
1765	blk_-746318772589126999
1370	blk_-5060677201260365144
1901	blk_-7945004468055868385
1967	blk_-138566176245572343
1218	blk_2098168387032178230
1540	blk_-7344395510230108235
1160	blk_-736320922265158310
723	blk_1853233720833778438
1389	blk_4179741943709584988
1767	blk_6907283491508432495
759	blk_-5042549808788510220
1040	blk_4593516616703373365
1020	blk_138368016806078
693	blk_6143217409035715305
1165	blk_-7611930625340428129
1260	blk_4811872410999289185
40	blk_3981019386601225792
355	blk_-1429246858061511163
1179	blk_-3348011114911232386
1476	blk_-8930438508394629015
598	blk_8004117865597431616
89	blk_-515810351381833821
297	blk_524571530155576569
1825	blk_3390670373577844279
1806	blk_-6350306128503042877
1929	blk_7669845411221985050
322	blk_-1627439635885724935
1580	blk_6330118877987194706
954	blk_-2154983864255394809
1303	blk_-4078495628935867345
1410	blk_8829153049454376477
994	blk_-6816558379838502750
172	blk_-1220655012855515987
303	blk_-5467432370864470830
597	blk_-894636203420629337
698	blk_-8502174823529488231
1314	blk_-4064967257584292924
1734	blk_7582097503013140944
25	blk_-5177342272753438666
838	blk_7419725975293505032
404	blk_-4870087299701090597
611	blk_-7223681593913172414
1715	blk_-5477788691033859071
703	blk_-7001361952992098027
1469	blk_-4791398722843009019
1054	blk_-8400477528216687321
1604	blk_-1094823287068183474
286	blk_-6906436837326393072
46	blk_-8381675988233379453
1187	blk_3230621177817020395
1852	blk_-6561173676639084149
1513	blk_-5292755678587484215
989	blk_-2826462804947243146
865	blk_-1458665022121181599
202	blk_8452016281305983888
44	blk_-414019474338449121
1987	blk_-7667044254130680022
1942	blk_-8290316609324092029
1223	blk_6618546369955301332
1327	blk_8928027475189776030
678	blk_-1892253071742311990
1634	blk_-1863194273794349798
1240	blk_-2718524848994078676
1082	blk_-4818849884948542579
726	blk_5087686354467899497
917	blk_-172322187859095399
524	blk_-6368671867106791429
489	blk_955340119427459923
1864	blk_2719436947372599902
1235	blk_1466240039968836350
1729	blk_-3568938992174113930
1907	blk_-8945237489414066512
1721	blk_-4384943833129932369
922	blk_974672540701136990
1199	blk_-3778380104982205384
1148	blk_3922481453915106451
1991	blk_-5621078382827627735
339	blk_-397177363299528505
1677	blk_3213809303206163231
781	blk_-6572773791331011093
338	blk_-4272916565337339818
122	blk_6363410244398337272
1371	blk_-5675499828341760440
127	blk_-1986897800645903839
9	blk_-377710613821072443
1071	blk_-8503607523366859672
594	blk_4280074625259122408
1228	blk_-5066732950888788203
863	blk_-3003114062986029200
