Index	BlockID
332	blk_123512507653635566
477	blk_5765205068742913778
72	blk_-822020323525387142
250	blk_-983081690367372749
401	blk_182344071892906872
614	blk_8369110636105526271
70	blk_4370357058736127683
971	blk_7068649719041448001
424	blk_-2819094008974533148
295	blk_4247031393056613102
42	blk_2687203326144486971
224	blk_4819193274752411068
254	blk_7385562702975684286
19	blk_-9128742458709757181
749	blk_-4782215719327103570
339	blk_-599877196026389752
998	blk_3317144142988816453
377	blk_-8951803834398371171
143	blk_4143098561989290057
634	blk_6514062700824694738
173	blk_1974206758520529039
190	blk_371352546137046464
835	blk_3069040648950510937
996	blk_-7903662854900997060
693	blk_-6047094942662966089
470	blk_8906804779706530530
745	blk_-7704050685153282931
98	blk_1630782823490154104
691	blk_2793892834870615869
857	blk_9160299037157948203
769	blk_5659869911521029625
149	blk_-7052911997539087826
423	blk_-7672706959511718605
982	blk_2294896677638568589
354	blk_5111594007505474863
593	blk_-1152229491270917078
163	blk_-7641118558923688759
467	blk_-3009426399153180339
553	blk_6314875408571628819
5	blk_-2898084084770829946
868	blk_-6525013055308202875
674	blk_-4470551927485402092
878	blk_-3962369767995064351
162	blk_8549303699698775250
822	blk_8744948007825102086
402	blk_-1505433512692687124
575	blk_-171806852354149908
221	blk_-1754560318630976998
894	blk_5032081906383187174
10	blk_6114053278488200917
319	blk_6576380970232041226
258	blk_8980501981904226310
949	blk_-8085543692363609422
953	blk_7547749718377979328
376	blk_8520238754901860870
280	blk_-8309320300090737687
958	blk_6209706533986527751
929	blk_-2999496472450041149
529	blk_-5659947955703387824
512	blk_5051010748021875388
148	blk_5548551906597094417
459	blk_-9115853037943657539
608	blk_8156783381398720438
535	blk_5992985723196706292
799	blk_-4535168197356543255
548	blk_7338705621652027394
721	blk_-2380322719154676478
444	blk_6092450338764597361
51	blk_7626929294512869373
161	blk_6467215169395229532
777	blk_5688846066650565838
137	blk_3937647256697820779
576	blk_-2030825690789360131
309	blk_-334529446448794252
596	blk_6402538295288422233
688	blk_-4944092719369889339
229	blk_9116199246190160481
979	blk_8321914969262280275
146	blk_8368842798257870513
828	blk_7819184375881513205
32	blk_8147201766183984064
917	blk_-5674154363962955901
976	blk_5122447936948578609
214	blk_-8943611023041082317
138	blk_8934212273708126526
463	blk_-3776713723945712264
102	blk_9022495020731189329
300	blk_1417465464347918199
135	blk_-3590100953336110586
47	blk_-8472161991364265504
725	blk_8045933636072624524
677	blk_6370029406360163588
931	blk_1905961775651102101
226	blk_9072125597345387464
681	blk_4070300567773653980
972	blk_5674304744700802447
3	blk_7329687763235271927
679	blk_6735037424566894894
968	blk_6818470892370314208
599	blk_-6720925202570016658
623	blk_-2399207036847753626
291	blk_-3554865067284746547
62	blk_-2680463949538895916
461	blk_6171607854279662382
249	blk_1718275609302096520
956	blk_7032478048486304696
806	blk_8977176930212855126
547	blk_1221755371193485910
710	blk_-2997364961219352753
641	blk_4394685481481515517
854	blk_-3062036611573455407
525	blk_-4901973523668739350
610	blk_-6034154819410657240
118	blk_2248202634986994229
573	blk_-943069488999387152
307	blk_-31054648672528943
864	blk_7514387922491408850
731	blk_-1256413510854883372
511	blk_7442579879502732264
191	blk_7556612940268005685
723	blk_2615987131241288380
951	blk_4836392251163693467
44	blk_-6389696100502224838
225	blk_2139489144633435833
763	blk_8510844235090517218
664	blk_9195104608897052150
241	blk_408147781528742882
837	blk_-9127093905178414238
910	blk_1421160470312858386
261	blk_7013933816171440042
631	blk_8065171434648464909
898	blk_5230937124358494615
145	blk_4558395506619486220
652	blk_-2031551170292011509
154	blk_-1122671444458576568
838	blk_-115932725817965374
801	blk_7986763943424455405
83	blk_-936798730978607892
442	blk_-6326675633502446864
96	blk_-8587672827570552567
23	blk_8489191709484917758
715	blk_5530523983338904827
733	blk_9168658336172042417
275	blk_769664146071557667
195	blk_1351495740933902044
779	blk_-858005936132833378
559	blk_9181742166220417076
88	blk_9151372253159010431
77	blk_112018204346737069
359	blk_7353670681120975563
887	blk_-2944668069257404117
970	blk_3112091861814125738
787	blk_7572628348217213577
404	blk_-980958228032565109
816	blk_8417371116626867703
251	blk_8214290183736808205
384	blk_4699683344797225708
290	blk_8855200704848231461
600	blk_2469752530931673615
266	blk_7302374018751482383
768	blk_4379355078530024374
651	blk_7967902769767773318
351	blk_6495484866542253279
647	blk_7449237736673755687
642	blk_7519656331799638629
908	blk_-5531715484481228401
705	blk_-3255272166489625549
909	blk_6510379844030786765
93	blk_1913824175079070137
440	blk_6129372990740487667
111	blk_-8214947660601141600
101	blk_8807888007253870353
213	blk_8822367354748556905
530	blk_-7887534571942246570
761	blk_-4715093221046866633
476	blk_-1300714342485430805
1000	blk_-5623608303450619212
279	blk_-9147166707866773817
253	blk_-4567777441263358151
383	blk_909670856064176881
181	blk_8805713428449192384
888	blk_2049183340162335850
595	blk_-3149946788730322581
152	blk_-3616607969508551776
392	blk_-3231662434156895996
784	blk_-6478525311727966944
318	blk_-7994929154729058907
989	blk_8509955782298107904
997	blk_7712906327150740616
414	blk_7621070131484025388
278	blk_7671420422446007445
661	blk_-8829536881065367654
518	blk_-568607102839466750
366	blk_8076927871094084975
639	blk_-8216541404145570184
692	blk_-3948140809892818783
132	blk_-3151570345953957293
317	blk_6171397830308109000
925	blk_8924898010760626604
334	blk_-287216126451847314
447	blk_2021545633205519123
955	blk_-4537151412641928311
240	blk_-4668365737045433537
882	blk_-3922164663332754587
427	blk_7562110156394809638
916	blk_-1668290396099226617
340	blk_-9140284481527583390
569	blk_8543869052593757598
858	blk_6268342021160060476
382	blk_8963200069762869540
936	blk_8454317414177080625
719	blk_-1022089499698905472
983	blk_8788137958529378959
751	blk_8423055913295975838
735	blk_-116822564825368456
498	blk_5561672893087368917
458	blk_9083654111707458735
724	blk_7104355566882118735
602	blk_-2825351351457839825
753	blk_4103363414290027433
369	blk_6763370571584334066
550	blk_4557329978816752902
41	blk_2795053669030141036
502	blk_-898956842785431284
180	blk_-9091814562720130265
452	blk_2384266030667751913
99	blk_7862792064870858855
877	blk_-4129427822625471809
919	blk_-759984135915475508
947	blk_7093277993914098438
885	blk_-8031225823509798468
966	blk_-7338845516787764198
782	blk_6038766982378399427
830	blk_4501478854460864890
257	blk_945685325926552705
657	blk_-3111146854581834637
177	blk_-4312827459018058724
568	blk_7314499513767716447
216	blk_7781584783801554228
960	blk_-2631300843502826609
707	blk_7305458221736977482
124	blk_6331475185557024937
762	blk_-7529193235120481083
930	blk_5633232875674906956
103	blk_5770732742560764743
81	blk_-6709437292761096109
876	blk_9137879399207941225
390	blk_5496049791268926331
935	blk_-2594863344723926376
897	blk_-2313229146277852782
824	blk_814537191607407060
914	blk_4614173183033883994
632	blk_5843867751806266794
771	blk_884844035066699774
507	blk_-2846352937723443655
387	blk_-3341501746710694813
536	blk_-3923819954742377795
264	blk_8675551780268109202
315	blk_-7742978040630443012
231	blk_6759795958204398417
75	blk_8317919040498699513
866	blk_-1858245492825347881
875	blk_6925510618189532245
356	blk_3837578822001924745
704	blk_3812373215930188310
871	blk_7793434340101258788
959	blk_205282661281482952
672	blk_8543955788152073798
783	blk_-3484138154646298450
372	blk_6569315529776538952
706	blk_9198976590944778834
730	blk_6182860325473072510
967	blk_1399282142110171580
820	blk_-8283925056635640433
472	blk_8411117399576389793
82	blk_6118337221209066166
660	blk_-2330686202104247502
464	blk_1702271892792890086
758	blk_8539742462344095371
566	blk_5596522550358343704
429	blk_-407052155280454023
646	blk_8739761680416453069
684	blk_-1899837428749505067
527	blk_-5815291151578110661
899	blk_-8721913432303971375
938	blk_3835177716961111971
130	blk_2178929917074703325
166	blk_3580374192963815215
832	blk_348119835213310400
338	blk_3943062846604469353
503	blk_1396196678406811336
394	blk_5775313858534270295
11	blk_8203002584598871255
788	blk_-4155136364968264744
121	blk_153084339477229127
598	blk_1223707505486156567
168	blk_-3001250420627887994
601	blk_8495293234632350357
842	blk_7904436157399818478
896	blk_1070744829220574325
557	blk_8994571870264567677
635	blk_-5732948319240737429
9	blk_-6968630501667222591
325	blk_2957297329686054386
491	blk_8014885392687380761
924	blk_-7546526043765686320
637	blk_6434369248960185648
61	blk_8012059651730816476
450	blk_6234469092330338201
273	blk_6471023772326360106
521	blk_-3124056864504684013
415	blk_8020970289115970644
17	blk_-7358027820336392916
142	blk_8872315816339487446
501	blk_6737160961751344100
676	blk_3545628569622555552
418	blk_-6231565728756969316
780	blk_6286901430667951480
294	blk_1403153480948151569
302	blk_-6971218997022989741
766	blk_8624352941929402194
526	blk_8354294154923880419
580	blk_7203740896663282667
685	blk_7112907336017723815
776	blk_755230570939492624
232	blk_1711713439105883625
859	blk_-8394498190927757161
115	blk_5947164584486960969
517	blk_-860341624044406001
24	blk_-816127548568401292
658	blk_4376260509120278976
690	blk_9090255889763398181
314	blk_7501408849567210936
640	blk_-3558864693918944706
330	blk_-1118921448597476274
765	blk_-532290696284133725
703	blk_5456516912972912096
552	blk_-148847892054976204
754	blk_-1918474934871398596
215	blk_1598851779650365034
288	blk_7579511796978054226
487	blk_8337226166059423434
331	blk_1155870315877290251
781	blk_-1815885195779739708
141	blk_-2797723886079940061
893	blk_6795334225785057947
297	blk_3208403040294893053
903	blk_1691061922292616654
825	blk_333728052398723533
544	blk_-1299552851194772522
709	blk_-8380592091119838819
433	blk_-7830087261379357291
271	blk_-4565307960876278320
992	blk_4378645256411162470
236	blk_7665376670323389181
265	blk_-4978141191401792568
620	blk_-5756559056038788287
957	blk_8987704776229160529
434	blk_8888731502548349769
298	blk_1893791533439338147
2	blk_3959108323160968259
209	blk_-8128667621915453975
626	blk_-4018891415027876404
939	blk_-8558610598320743106
0	blk_-2345900761456338794
708	blk_8944810499861196598
841	blk_8209023888520829646
67	blk_1916720651167923562
800	blk_6206650740015918997
515	blk_-8288429687346834011
303	blk_8399405525265821056
431	blk_9148981013505340877
48	blk_-988220431301547585
243	blk_2713340238387014659
313	blk_8288450935293784765
670	blk_5512608964366664731
206	blk_7065478778587743162
53	blk_6969327656826562053
906	blk_-3058757563043738397
720	blk_3478486409365849378
741	blk_8472429604052262138
33	blk_-226106057082609912
736	blk_-368222326247989294
901	blk_8919643097922915396
870	blk_-5285132021094667425
192	blk_6477331751757373988
986	blk_-6192200274693425189
119	blk_7802516218262291868
113	blk_8612916790671798711
993	blk_4570120935016540717
944	blk_7752063514394690340
716	blk_7374604766253161855
16	blk_-7481253531318379507
87	blk_985463838607094751
269	blk_-8690962675417866127
697	blk_-2051399456238212578
400	blk_-942166867292319927
945	blk_-3054595277173650358
329	blk_6650823722039132869
276	blk_1565068048945886054
686	blk_7673439162784153267
196	blk_-7778728779852844456
437	blk_-3405862282483693067
352	blk_9028126124252846550
789	blk_-7316152892303883522
94	blk_8162107365246960119
860	blk_8779485623994151591
819	blk_5964358685159409651
159	blk_7596566442347952293
513	blk_-8999438212211448205
378	blk_-7441004192089731220
237	blk_5241230347415537486
158	blk_-5309313238510344946
268	blk_5648069999160857302
739	blk_1904391731419341313
633	blk_-4405925402368261244
757	blk_2453539602381561469
490	blk_6004594722764492595
21	blk_7814484508541923273
428	blk_7905404907209578298
943	blk_8884000530704838654
831	blk_2802156070741272043
560	blk_9019315704807298268
320	blk_-3991996726224231304
775	blk_-5612671327150695414
546	blk_8282155783802230318
987	blk_9096364236352637646
946	blk_4606891499958893288
256	blk_6380398561955424714
474	blk_-4395655679113282609
520	blk_-1206105220810137826
27	blk_-3240989659702502191
170	blk_7187090537053434798
270	blk_-8325411322333149391
388	blk_-5336108450918538801
25	blk_1217381157267285745
371	blk_8898097999374734432
638	blk_-4278710181261060353
528	blk_8717759609161495372
494	blk_-4173708823142350722
621	blk_-3269741149191397139
590	blk_-7278258381326342834
475	blk_-25347831808765933
71	blk_8173291705084544699
350	blk_-7078748882012619370
187	blk_5658224148771951566
712	blk_7370292272252708390
616	blk_8608388110424654333
346	blk_5462982532824643982
210	blk_8122381680952299577
671	blk_1719451574625225409
565	blk_7423959170594503314
228	blk_6635929580645357395
852	blk_8162491537299316965
127	blk_8137896293132792722
812	blk_6332715026918274653
345	blk_-63246966322310176
680	blk_-5668062838997453173
6	blk_6390353848266341102
534	blk_6004410449199960485
478	blk_4207153147078127808
114	blk_-3962409000777958175
375	blk_8834859543757565196
201	blk_8099058204787659409
574	blk_8701833450529760976
12	blk_2481181936703002732
985	blk_6267739457197285827
586	blk_-2571800628598950771
973	blk_8388120454934972602
412	blk_6977619499777467025
89	blk_7348407343777411490
904	blk_7127357745594252683
628	blk_1021068792571084210
117	blk_4776029923723223800
794	blk_-8282998525790892041
942	blk_7277913897865642121
293	blk_6242147405758045288
607	blk_7682626440651846486
312	blk_534845986508894642
219	blk_-913261636223387779
45	blk_5068798635444424024
34	blk_-1549366891789820525
311	blk_-5259180002717636591
28	blk_-6762402592920265572
120	blk_-4106318510866491039
619	blk_1222853759750217319
419	blk_8246144392978602685
204	blk_-2203129756399170768
618	blk_-4380884313697280861
572	blk_1602133112635742618
577	blk_5599734797721874994
911	blk_-2356582746929243570
752	blk_9209203305668322710
122	blk_7422799721436596478
100	blk_8699428832134251754
555	blk_5746587370656801193
584	blk_8773205518284318670
653	blk_-63559018936477509
606	blk_-7127918137269171790
839	blk_9006210192600460116
843	blk_8552808668594364341
856	blk_-3293765112140934524
361	blk_-6087083534651006725
995	blk_6966396713851954289
446	blk_8258634876625473862
69	blk_8556755737644582759
37	blk_5540866088797954325
538	blk_6850634847988747701
636	blk_-535348994676043969
662	blk_7555017033263052296
277	blk_8381499722011104750
543	blk_-3721281460383340358
523	blk_2937445538604409706
183	blk_-2030828735193317174
711	blk_924600160314228236
20	blk_5117597466517688242
426	blk_-5530203834899583054
687	blk_-5727850177555687571
802	blk_-6116570678666185582
405	blk_6913753450993750014
583	blk_7892512089437196598
449	blk_-2241803346833790029
612	blk_-8179807294142860118
202	blk_5290790744828776383
500	blk_-8953839012054956480
581	blk_8319323512423029353
862	blk_-8094008198188118118
629	blk_-6402166230404118186
301	blk_6650456092676927669
175	blk_472953491078899472
385	blk_6529250069925079887
420	blk_3944526612129397189
933	blk_-1859736479321998923
176	blk_-9195761002044864608
700	blk_38920043057661014
760	blk_9203599689587740364
589	blk_-44689739733113901
156	blk_-11624290223286840
883	blk_2542373962323809409
368	blk_-3485229209121165067
999	blk_-1879924334849474510
4	blk_9151649219313603452
73	blk_8836454340925085047
107	blk_7754778580608058753
63	blk_619688685715802202
451	blk_-3065509388352696313
840	blk_-370867073208864215
509	blk_901598650880858453
622	blk_-7535031402001834385
522	blk_-2194206418985661682
212	blk_-6653491261831763322
902	blk_5727872576245439287
164	blk_-1595925383386663520
186	blk_-101140094574068250
245	blk_-4991984535238574135
717	blk_-1482770916523403527
416	blk_1539602907889201864
374	blk_7629685183842696303
990	blk_7591653002472475879
165	blk_3142633448297518675
818	blk_5662828947636332012
457	blk_-8692505341300910301
950	blk_-5443742283655662348
106	blk_5904245141286131675
811	blk_9168813959310450058
625	blk_5115977331215106358
890	blk_7984608569090833658
324	blk_8793299235396264740
14	blk_9017608835020002856
786	blk_8381369633357388331
561	blk_6211093337203440592
133	blk_-3193494530110775376
849	blk_4178345025429452062
353	blk_7225666889064806409
230	blk_1279099170349841253
13	blk_-7258855032250455269
486	blk_-1603092532540867399
220	blk_2082187401605726157
197	blk_-2114868771873132779
556	blk_-2960077722173004125
667	blk_8430159182871322032
398	blk_-1869693161857105742
104	blk_8406434849656132792
193	blk_6053996258931425942
460	blk_5541068427632932863
36	blk_-7759844810985242233
68	blk_5797321885937342395
90	blk_2266172655569675627
29	blk_-7495107681035729173
160	blk_-8119974979962302291
178	blk_-3738622811339472186
116	blk_-6193494092728381908
55	blk_-1601919535121789332
391	blk_-3422768593539862671
488	blk_7500528799782145822
570	blk_-5699292823584660641
613	blk_7627173903279349207
223	blk_629678453336956026
734	blk_8537815276078159753
246	blk_-221060461368524180
283	blk_-5020915719582480665
604	blk_-5460039402589229030
425	blk_-6199924414877833685
814	blk_6945599335963836401
497	blk_-8202470565652827661
585	blk_8615534056534354585
76	blk_-4527077271126455075
792	blk_7322411411910994017
519	blk_7855441356595363485
479	blk_7145204279083936425
395	blk_5007189779451280058
962	blk_2840824962962521744
151	blk_-7433097535017753266
408	blk_-8459529269906065933
948	blk_-270527450421600508
333	blk_3857345707643184451
348	blk_6875797495857841751
304	blk_4797752620061767335
815	blk_4483217253606066485
284	blk_-1945547556044644106
881	blk_2839618602304635665
630	blk_6304854411497738345
79	blk_8545214406441981839
247	blk_6282407143613105645
516	blk_7528330441659204602
974	blk_6170589000807480833
365	blk_5497341388350449409
205	blk_6314352663928059468
40	blk_-1708587463726840983
564	blk_8271149703789350761
38	blk_-4936978282193562468
454	blk_3391641649093277684
274	blk_2794047580856384267
465	blk_5052443359742477506
742	blk_8706920276050572609
484	blk_6068418893828689049
627	blk_7002081970774525473
259	blk_7244593234449889615
409	blk_8548403489370807366
282	blk_8198414395809600400
823	blk_8796501731404478748
740	blk_6421814190655813844
669	blk_224524725647401101
389	blk_8080517003483918420
778	blk_-6050329559397303639
105	blk_3098298629081734012
499	blk_3942781480223997963
863	blk_551641752161346343
611	blk_-8068629352354112527
397	blk_6370639238245285653
764	blk_-7102002525421226511
609	blk_8498975414943670298
817	blk_8485492464227188775
665	blk_2973623913809992234
926	blk_289874457351815501
891	blk_4398502637040415225
360	blk_7578931385196976874
810	blk_2438217770491283500
189	blk_7282477512681147868
853	blk_6989013304720779900
851	blk_3855404920389499437
867	blk_8129390726275738337
673	blk_2419438825076638425
578	blk_8267106025383984706
696	blk_6816734006332793764
977	blk_-2754412517122809496
506	blk_-4791757581905677112
448	blk_9138668631665346165
80	blk_8279277495935606463
411	blk_8209797687849297415
969	blk_6092482330330227792
321	blk_7056736539548522068
49	blk_-4687798344119653539
844	blk_-6273678851461170110
932	blk_7562917580450230996
683	blk_8742597323308353974
422	blk_8970682121266029206
988	blk_8202429591178665008
726	blk_8379544667333030973
108	blk_-2418587637539096573
144	blk_-2256573651552768529
349	blk_1722078413504336531
937	blk_6161612092376388379
850	blk_-2345551625606173940
767	blk_-576416220800660674
198	blk_4220294515891484749
743	blk_-4616886687544824732
836	blk_2182895886685507319
855	blk_8030016829513711459
772	blk_7904108596620761995
97	blk_9175791667485679246
482	blk_1584773483853172650
436	blk_9031832835842620344
255	blk_9099146398975592518
147	blk_5979800283392618790
441	blk_2170329547172630317
453	blk_9094609036005862326
678	blk_7169347067596634974
826	blk_-194890857443112820
699	blk_8983031575413955734
562	blk_-9153926305989047396
471	blk_5954463974552471487
865	blk_5611464178692907767
86	blk_3724078264647465008
539	blk_8337177737632835282
341	blk_5374917714049803420
755	blk_-3183642201022069860
60	blk_8496719830013145561
656	blk_2555158078822836782
184	blk_5611826472019620235
131	blk_-6961599038378018629
508	blk_-1843739726349858469
848	blk_8520721369739431294
421	blk_5286050020112190196
286	blk_-9176444309925888532
112	blk_2736251498135196075
238	blk_5564249214469649113
892	blk_-3049721966592087408
218	blk_4578507653182406410
791	blk_8542237024714744438
227	blk_1211452123704157774
393	blk_7561140652540679248
675	blk_9131640351725865160
558	blk_5975331490279868992
889	blk_7525339200697135665
827	blk_8530712498527254275
965	blk_3132545727832684036
879	blk_954230414088214130
666	blk_-2777653517650651579
310	blk_3791979416969151948
30	blk_-1734950946473392399
567	blk_8778099101336433917
85	blk_-1981388186580583819
157	blk_-3486873029058611989
469	blk_9167866805153896691
203	blk_-1022121465581775679
46	blk_7057702030424138911
367	blk_3107521534415119817
605	blk_-8209445467541734104
643	blk_-4182390629219630931
244	blk_8740338228636510570
445	blk_1037440836843491511
305	blk_4722694035288273480
920	blk_-6361080084292172796
58	blk_9019451566026670270
845	blk_-3880010577030411753
900	blk_7735597616330160234
74	blk_6563208674103064629
874	blk_3555112835115566470
362	blk_2022903472693746773
337	blk_2598376070765762328
363	blk_-5731610815090206492
663	blk_6742283287258893437
718	blk_3287701860829581180
537	blk_-5609888638928600811
873	blk_7153052394068500560
713	blk_8955999924171357790
139	blk_2165415741565071813
964	blk_5405224852697734050
407	blk_-6612835971160793280
603	blk_8233409964705740253
299	blk_3843260305349459648
174	blk_-5621173714159180536
239	blk_-947596802559823931
489	blk_6483409970795079454
795	blk_-384271207312851143
91	blk_-1726073040906036496
171	blk_6776048776666012827
65	blk_8589618445790577353
456	blk_4913898616793466437
505	blk_-7033131857357682853
722	blk_8715252589898667746
807	blk_-8461545087813822259
287	blk_-5318250031893883614
644	blk_-1955596098342218890
698	blk_-2393565209084448963
886	blk_2896828557769860537
57	blk_2741965161086243141
701	blk_8722342621033117759
357	blk_2772740751773393577
182	blk_8496732299192419808
571	blk_4736010054396317639
790	blk_8655093577484099755
439	blk_8745608231183806143
200	blk_-6060860498110881889
167	blk_-7166852829180982159
267	blk_5186783610376920107
22	blk_8631321807354316128
510	blk_6854577580729949758
308	blk_-5260566652773942600
413	blk_-3530898743021734575
809	blk_-650039158717365578
234	blk_8636501068566544158
466	blk_8348748667699989041
496	blk_-7234148327465070106
834	blk_9066975219689833606
975	blk_-8654794761711657290
648	blk_8958334536367616955
554	blk_932547470780216373
532	blk_9037104230533367569
435	blk_-829023387681011546
597	blk_6788553956478486939
322	blk_96344552029168936
813	blk_9006472696520985818
123	blk_-1234432054242752324
747	blk_8523537443007933859
150	blk_4286685686470455046
7	blk_-4929282385926643187
918	blk_-8565782563378212431
485	blk_848973434635485874
963	blk_-3287290876395535988
364	blk_-6281153288821688209
26	blk_8680476722931215376
961	blk_1070960099830960091
323	blk_4396835266787370926
533	blk_8144193914156153738
770	blk_-7779826418035001601
336	blk_-8274399927663668946
798	blk_7113736357220593761
399	blk_4947234636497146185
804	blk_-4184262965734141875
140	blk_5109959144359064330
188	blk_8164289894095145290
473	blk_-787518883345035378
248	blk_-83515461871329689
31	blk_8608502302378900202
927	blk_7421807171112120094
78	blk_8163387391852097103
514	blk_-7548488374579665736
695	blk_-7206444557577012335
978	blk_7263009078951667188
846	blk_-1213917719769410649
756	blk_4642462564036909649
43	blk_9011566452376446465
492	blk_8867313957836680132
821	blk_-1276709126992537521
347	blk_-1415686284636132135
563	blk_2946162138886070276
913	blk_5120956600062524984
591	blk_-8680683793818908437
235	blk_-6089654164436596891
940	blk_-5894984789814354857
793	blk_2700422122823758272
524	blk_5284983637277941966
125	blk_5598826628159794017
262	blk_7299581723094639692
805	blk_7845556774902329973
540	blk_8435840551858978102
689	blk_-5838321474483920980
59	blk_8664357690478740680
808	blk_7559285328478048739
624	blk_6560520357069816733
588	blk_5349367065024184295
172	blk_8261243647449972922
128	blk_7015375815164157896
39	blk_-7890948575942617442
991	blk_3610292639665143955
915	blk_-8581272360989892679
694	blk_2729511705010787421
35	blk_8577305400527324033
199	blk_1202726998679329629
211	blk_8173754126250020272
531	blk_8520206368822773725
934	blk_-8390876736801322809
922	blk_-3505370740533401076
355	blk_5421739088268525018
702	blk_2994704548934240557
645	blk_8687740010360535130
126	blk_6989377882518604195
50	blk_1820678121650714745
217	blk_6103299480368577037
549	blk_3290612898119130577
912	blk_-2941060230607994959
222	blk_8275865267035362978
417	blk_8324742061823640460
884	blk_-6456309217284734567
737	blk_7242314291446432046
649	blk_-547228339906672891
66	blk_8366126217793406394
252	blk_1139214182590015718
155	blk_-9035126601360274929
738	blk_6857007767713340964
15	blk_5831108334950161882
129	blk_8395685768578074886
443	blk_1900802926280910100
381	blk_6249865519541155005
169	blk_7345818898047268964
260	blk_1851517728244441081
344	blk_4091833729151894583
136	blk_-74787766563386383
682	blk_6233376632750721579
292	blk_3749638885303349798
432	blk_5222055776290851253
797	blk_-5626179808591363057
153	blk_-269135856807075357
774	blk_-5908718793215009867
592	blk_8114203228185135275
194	blk_8551874640890975503
495	blk_6872407563022098065
952	blk_2476689748046745669
56	blk_-6371248062836904520
233	blk_8418139667690215460
